age,citizen,unit,sex,geo\time	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 
Y62,TOTAL,NR,F,IS	5 	5 	4 	4 	3 b	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,F,IT	1036 	935 	1070 	1102 	1043 p	1001 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,F,LI	3 	2 	2 	1 	0 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,F,LT	24 	16 	8 	9 	9 	14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,F,LU	28 	31 	34 	17 	23 	20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,F,LV	45 	51 	50 b	21 	23 	23 	20 	26 	30 	16 	15 	27 	20 	42 	: 	: 
Y62,TOTAL,NR,F,ME	: 	14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,F,MK	: 	11 	4 	: 	: 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,F,MT	30 	26 	23 	16 	25 	19 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,F,NL	119 	141 	128 	126 	131 b	148 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,F,NO	39 	45 	46 	61 	50 	49 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,F,PL	791 	653 	421 	306 	348 b	77 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,F,PT	32 	31 	48 	145 	170 	156 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,F,RO	484 	343 	432 	265 	198 	154 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,F,SE	128 	106 	117 	130 	129 	139 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,F,SI	32 	42 	45 	26 	26 	27 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,F,SK	: 	: b	9 b	19 	22 	14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,F,UK	574 	314 	494 	438 	389 	474 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,M,AT	192 	178 	167 	171 	158 	157 	123 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,M,BE	158 	212 	232 	233 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,M,BG	119 p	130 bp	: 	: 	: 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,M,CH	270 	260 	233 b	211 	209 	218 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,M,CY	42 	24 	39 	98 	37 	56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,M,CZ	56 	50 	50 	97 	134 	153 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,M,DE	943 	940 	738 	608 	575 b	1056 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,M,DK	70 	50 	65 	59 	67 	87 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,M,EE	9 	4 	4 	3 	11 	10 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,M,EL	187 	188 	194 	187 	168 	168 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,M,ES	888 	937 	1009 	989 	1023 	1162 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,M,FI	53 	53 	43 	55 	61 	61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,M,FR	523 	634 	711 	564 b	474 	621 	573 	493 b	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,M,HR	55 	39 	34 b	: 	: 	47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,M,HU	113 	120 	88 	72 b	85 	110 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,M,IE	37 p	54 	92 	94 	138 	180 	208 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,M,IS	7 	12 	8 	5 	5 b	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,M,IT	572 	503 	557 	605 	656 p	615 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,M,LI	1 	1 	3 	2 	1 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,M,LT	28 	37 	17 	18 	22 	19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,M,LU	30 	31 	32 	34 	23 	19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,M,LV	40 	67 	67 b	31 	19 	19 	27 	39 	31 	29 	21 	24 	25 	47 	: 	: 
Y62,TOTAL,NR,M,ME	: 	14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,M,MK	: 	10 	9 	: 	: 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,M,MT	28 	25 	23 	21 	21 	19 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,M,NL	178 	172 	150 	180 	179 b	209 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,M,NO	55 	49 	60 	76 	59 	42 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,M,PL	797 	648 	577 	376 	401 b	88 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,M,PT	62 	66 	107 	111 	130 	120 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,M,RO	329 	325 	356 	277 	213 	196 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,M,SE	158 	191 	159 	156 	176 	171 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,M,SI	43 	50 	52 	38 	43 	50 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,M,SK	: 	: b	23 b	44 	49 	47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,M,UK	478 	661 	582 	479 	516 	766 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,T,AT	350 	341 	309 	310 	294 	282 	246 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,T,BE	270 	391 	440 	429 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,T,BG	263 p	251 bp	: 	: 	: 	18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,T,CH	500 	447 	417 b	385 	363 	394 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,T,CY	42 	66 	95 	201 	117 	86 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,T,CZ	88 	93 	70 	151 	201 	236 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,T,DE	1730 	1664 	1318 	1091 	1006 b	1913 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,T,DK	122 	95 	120 	93 	120 	139 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,T,EE	23 	12 	17 	14 	18 	19 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,T,EL	387 	389 	401 	415 	353 	332 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,T,ES	1896 	2012 	2350 	2101 	2200 	2396 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,T,FI	103 	104 	90 	93 	95 	105 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,T,FR	1084 	1243 	1205 	1125 b	1059 	1218 	983 	1027 b	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,T,HR	133 	80 	74 b	: 	: 	92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,T,HU	238 	243 	171 	148 b	176 	218 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,T,IE	132 p	161 	172 	142 	210 	267 	304 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,T,IS	12 	17 	12 	9 	8 b	14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,T,IT	1608 	1438 	1627 	1707 	1699 p	1616 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,T,LI	4 	3 	5 	3 	1 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,T,LT	52 	53 	25 	27 	31 	33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,T,LU	58 	62 	66 	51 	46 	39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,T,LV	85 	118 	117 b	52 	42 	42 	47 	65 	61 	45 	36 	51 	45 	89 	: 	: 
Y62,TOTAL,NR,T,ME	: 	28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,T,MK	: 	21 	13 	: 	: 	12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,T,MT	58 	51 	46 	37 	46 	38 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,T,NL	297 	313 	278 	306 	310 b	357 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,T,NO	94 	94 	106 	137 	109 	91 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,T,PL	1588 	1301 	998 	682 	749 b	165 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,T,PT	94 	97 	155 	256 	300 	276 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,T,RO	813 	668 	788 	542 	411 	350 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,T,SE	286 	297 	276 	286 	305 	310 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,T,SI	75 	92 	97 	64 	69 	77 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,T,SK	: 	: b	32 b	63 	71 	61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,TOTAL,NR,T,UK	1052 	975 	1076 	917 	905 	1240 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,F,AT	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,F,BE	0 	0 	1 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,F,BG	4 	0 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,F,CH	0 	0 	0 b	0 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,F,CY	0 	0 	0 	0 	: 	19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,F,CZ	0 	: 	: 	: 	0 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,F,DE	0 	0 	0 	0 	0 b	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,F,DK	0 	0 	0 	0 	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,F,EE	0 	0 	: 	0 	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,F,EL	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,F,ES	0 	0 	0 	0 	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,F,FI	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,F,FR	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,F,HR	0 	0 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,F,HU	0 	0 	0 	0 b	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,F,IE	0 p	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,F,IS	0 	0 	0 	: 	: b	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,F,IT	0 	0 	0 	0 	0 p	0 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,F,LI	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,F,LT	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,F,LU	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,F,LV	0 	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,F,ME	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,F,MK	: 	0 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,F,MT	0 	0 	0 	0 	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,F,NL	0 	13 	8 	7 	9 b	14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,F,NO	0 	0 	: 	: 	: 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,F,PL	0 	0 	0 	0 	0 b	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,F,PT	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,F,RO	0 	0 	0 	0 	1 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,F,SE	0 	0 	0 	0 	1 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,F,SI	0 	: 	0 	0 	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,F,SK	: 	: b	0 b	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,F,UK	0 	0 	0 	0 	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,M,AT	0 	0 	0 	0 	0 	2 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,M,BE	0 	0 	0 	2 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,M,BG	1 	0 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,M,CH	0 	0 	0 b	1 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,M,CY	0 	0 	0 	0 	: 	20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,M,CZ	0 	: 	: 	: 	0 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,M,DE	2 	6 	0 	1 	1 b	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,M,DK	0 	0 	0 	0 	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,M,EE	0 	0 	: 	0 	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,M,EL	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,M,ES	0 	0 	0 	0 	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,M,FI	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,M,FR	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,M,HR	0 	0 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,M,HU	0 	0 	0 	0 b	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,M,IE	0 p	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,M,IS	0 	0 	0 	: 	: b	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,M,IT	0 	0 	0 	0 	0 p	0 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,M,LI	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,M,LT	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,M,LU	0 	1 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,M,LV	0 	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,M,ME	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,M,MK	: 	0 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,M,MT	0 	0 	0 	0 	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,M,NL	0 	6 	9 	13 	9 b	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,M,NO	0 	0 	: 	: 	: 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,M,PL	0 	0 	0 	0 	0 b	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,M,PT	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,M,RO	0 	1 	1 	0 	1 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,M,SE	1 	0 	0 	0 	1 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,M,SI	0 	: 	0 	0 	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,M,SK	: 	: b	0 b	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,M,UK	0 	0 	0 	0 	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,T,AT	0 	0 	0 	0 	0 	2 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,T,BE	0 	0 	1 	2 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,T,BG	5 	0 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,T,CH	0 	0 	0 b	1 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,T,CY	0 	0 	0 	0 	: 	39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,T,CZ	0 	: 	: 	: 	0 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,T,DE	2 	6 	0 	1 	1 b	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,T,DK	0 	0 	0 	0 	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,T,EE	0 	0 	: 	0 	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,T,EL	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,T,ES	0 	0 	0 	0 	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,T,FI	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,T,FR	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,T,HR	0 	0 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,T,HU	0 	0 	0 	0 b	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,T,IE	0 p	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,T,IS	0 	0 	0 	: 	: b	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,T,IT	0 	0 	0 	0 	0 p	0 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,T,LI	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,T,LT	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,T,LU	0 	1 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,T,LV	0 	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,T,ME	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,T,MK	: 	0 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,T,MT	0 	0 	0 	0 	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,T,NL	0 	19 	17 	20 	18 b	22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,T,NO	0 	0 	: 	: 	: 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,T,PL	0 	0 	0 	0 	0 b	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,T,PT	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,T,RO	0 	1 	1 	0 	2 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,T,SE	1 	0 	0 	0 	2 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,T,SI	0 	: 	0 	0 	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,T,SK	: 	: b	0 b	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y62,UNK,NR,T,UK	0 	0 	0 	0 	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y63,FOR,NR,F,AT	127 	127 	103 	119 	73 	89 	81 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y63,FOR,NR,F,BE	72 	133 	146 	138 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y63,FOR,NR,F,BG	78 p	49 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y63,FOR,NR,F,CH	113 	95 	82 b	115 	108 	94 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y63,FOR,NR,F,CY	0 	0 	28 	55 	: 	34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y63,FOR,NR,F,CZ	18 	23 	15 	32 	46 	32 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y63,FOR,NR,F,DE	552 	468 	364 	285 	245 b	571 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y63,FOR,NR,F,DK	15 	12 	17 	7 	8 	13 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y63,FOR,NR,F,EE	8 	2 	: 	2 	1 	1 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y63,FOR,NR,F,EL	63 	64 	66 	69 	61 	50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y63,FOR,NR,F,ES	853 	859 	983 	965 	845 	998 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y63,FOR,NR,F,FI	19 	19 	16 	18 	20 	12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y63,FOR,NR,F,FR	374 	343 	477 	422 	301 	362 	298 	296 b	: 	: 	: 	: 	: 	: 	: 	: 
Y63,FOR,NR,F,HR	30 	25 	20 	: 	: 	13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y63,FOR,NR,F,HU	57 	49 	55 	52 b	57 	99 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y63,FOR,NR,F,IE	51 p	37 	47 	43 	22 	38 	41 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y63,FOR,NR,F,IS	1 	2 	0 	2 	1 b	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y63,FOR,NR,F,IT	929 	740 	756 	790 	734 p	711 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y63,FOR,NR,F,LI	0 	2 	1 	1 	0 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y63,FOR,NR,F,LT	1 	2 	1 	3 	4 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y63,FOR,NR,F,LU	29 	22 	20 	20 	20 	11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y63,FOR,NR,F,LV	5 	15 	11 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y63,FOR,NR,F,ME	: 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
